2026-04-03 21:01:11,154 | apscheduler.scheduler | INFO | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-03 21:53:20,411 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:20,860 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:21,282 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:21,899 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:29,647 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:53:44 IST)" (scheduled at 2026-04-03 21:53:29.636471+05:30)
2026-04-03 21:53:29,648 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:53:44 IST)" executed successfully
2026-04-03 21:53:37,553 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:38,090 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:38,605 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:39,157 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:39,707 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:40,243 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:44,643 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:53:59 IST)" (scheduled at 2026-04-03 21:53:44.636471+05:30)
2026-04-03 21:53:44,644 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:53:59 IST)" executed successfully
2026-04-03 21:53:55,747 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:56,237 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:56,905 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:57,379 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:57,889 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:58,426 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:53:59,658 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:14 IST)" (scheduled at 2026-04-03 21:53:59.636471+05:30)
2026-04-03 21:53:59,658 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:14 IST)" executed successfully
2026-04-03 21:54:14,111 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:14,584 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:14,643 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:29 IST)" (scheduled at 2026-04-03 21:54:14.636471+05:30)
2026-04-03 21:54:14,643 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:29 IST)" executed successfully
2026-04-03 21:54:15,167 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:15,710 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:16,183 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:16,648 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:29,649 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:44 IST)" (scheduled at 2026-04-03 21:54:29.636471+05:30)
2026-04-03 21:54:29,656 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:44 IST)" executed successfully
2026-04-03 21:54:32,293 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:32,853 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:33,820 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:34,618 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:35,176 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:35,668 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:44,640 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:59 IST)" (scheduled at 2026-04-03 21:54:44.636471+05:30)
2026-04-03 21:54:44,641 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:54:59 IST)" executed successfully
2026-04-03 21:54:51,397 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:52,018 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:52,625 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:53,436 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:53,981 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:54,509 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:54:59,641 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:14 IST)" (scheduled at 2026-04-03 21:54:59.636471+05:30)
2026-04-03 21:54:59,641 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:14 IST)" executed successfully
2026-04-03 21:55:10,013 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:10,538 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:11,055 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:11,485 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:11,906 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:12,372 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:14,652 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:29 IST)" (scheduled at 2026-04-03 21:55:14.636471+05:30)
2026-04-03 21:55:14,653 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:29 IST)" executed successfully
2026-04-03 21:55:27,985 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:28,525 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:28,981 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:29,530 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:29,652 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:44 IST)" (scheduled at 2026-04-03 21:55:29.636471+05:30)
2026-04-03 21:55:29,652 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:44 IST)" executed successfully
2026-04-03 21:55:30,020 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:30,484 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:44,644 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:59 IST)" (scheduled at 2026-04-03 21:55:44.636471+05:30)
2026-04-03 21:55:44,644 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:55:59 IST)" executed successfully
2026-04-03 21:55:45,994 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:46,488 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:46,914 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:47,357 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:47,841 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:48,336 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:55:59,643 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:14 IST)" (scheduled at 2026-04-03 21:55:59.636471+05:30)
2026-04-03 21:55:59,643 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:14 IST)" executed successfully
2026-04-03 21:56:03,841 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:04,431 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:05,152 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:05,628 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:06,111 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:06,561 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:14,654 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:29 IST)" (scheduled at 2026-04-03 21:56:14.636471+05:30)
2026-04-03 21:56:14,654 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:29 IST)" executed successfully
2026-04-03 21:56:22,128 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:22,760 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:23,304 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:23,844 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:24,414 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:25,034 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:29,638 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:44 IST)" (scheduled at 2026-04-03 21:56:29.636471+05:30)
2026-04-03 21:56:29,639 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:44 IST)" executed successfully
2026-04-03 21:56:40,498 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:40,973 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:41,931 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:42,484 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:44,116 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:44,588 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:56:44,650 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:59 IST)" (scheduled at 2026-04-03 21:56:44.636471+05:30)
2026-04-03 21:56:44,650 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:56:59 IST)" executed successfully
2026-04-03 21:56:59,639 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:14 IST)" (scheduled at 2026-04-03 21:56:59.636471+05:30)
2026-04-03 21:56:59,639 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:14 IST)" executed successfully
2026-04-03 21:57:00,148 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:00,729 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:01,279 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:02,103 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:02,702 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:03,165 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:14,649 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:29 IST)" (scheduled at 2026-04-03 21:57:14.636471+05:30)
2026-04-03 21:57:14,650 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:29 IST)" executed successfully
2026-04-03 21:57:18,635 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:19,142 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:19,624 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:20,116 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:20,572 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:21,121 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:29,652 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:44 IST)" (scheduled at 2026-04-03 21:57:29.636471+05:30)
2026-04-03 21:57:29,652 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:44 IST)" executed successfully
2026-04-03 21:57:36,593 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0358&lon=80.2332&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:37,068 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0002&lon=80.2707&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:37,549 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0067&lon=80.2206&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:37,996 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.0012&lon=80.2565&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:38,701 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=13.05&lon=80.2824&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:39,302 | httpx | INFO | HTTP Request: GET https://api.openweathermap.org/data/2.5/weather?lat=12.9816&lon=80.2209&appid=06e59ab3b39a81683e602bc4dd44e88e&units=metric "HTTP/1.1 200 OK"
2026-04-03 21:57:44,649 | apscheduler.executors.default | INFO | Running job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:59 IST)" (scheduled at 2026-04-03 21:57:44.636471+05:30)
2026-04-03 21:57:44,650 | apscheduler.executors.default | INFO | Job "Auto-Trigger Claims on Disruption (trigger: interval[0:00:15], next run at: 2026-04-03 21:57:59 IST)" executed successfully
